incentive_id,title,description,description,eligibility_text,budget,start_date,end_date,program
2814,Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística,Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística. Promover o setor do turismo,"""This tax benefit promotes the tourism sector through preferential rates for acquiring properties for qualified tourism projects.""","{""eligibleSectors"": ""Tourism""}",,2004-01-01 00:00:00+00,,DL 423/83
988,Estrutura de Missão Portugal Inovação Social 2030 (EMPIS),Estrutura de Missão Portugal Inovação Social 2030 (EMPIS). Objetivo Específico: Assistência técnica,"""Este aviso de candidatura visa financiar a atuação da Estrutura de Missão Portugal Inovação Social 2030, apoiando a coordenação técnica, administrativa e logística necessárias ao cumprimento dos seus objetivos. O incentivo cobre despesas de funcionamento, recursos humanos, divulgação, capacitação, cooperação e intercâmbio de boas práticas no âmbito da inovação social. As candidaturas são dirigidas à Agência para o Desenvolvimento e Coesão, I.P., e decorrem de 16/06/2025 a 29/08/2025.""","{""entidade_aptas"": ""Agência para o Desenvolvimento e Coesão, I.P."", ""tipologia_acao"": ""Funcionamento dos sistemas e das estruturas de coordenação, gestão, monitorização e avaliação""}",1000000.0,2025-06-16 12:30:00+00,2025-08-29 12:30:00+00,PT2030
1217,REABILITAÇÃO E REGENERAÇÃO URBANAS (IT),REABILITAÇÃO E REGENERAÇÃO URBANAS (IT). Objetivo Específico: Desenvolvimento integrado nas zonas urbanas,"""Aviso de concurso do Programa Regional Centro 2030 que apoia intervenções de reabilitação e regeneração urbanas em centros urbanos da região Centro. Destina-se a municípios pré-identificados e inclui obras em edifícios, espaços públicos e novos equipamentos coletivos, com ênfase em eficiência energética, mobilidade urbana e inclusão. O apoio é cofinanciado até 85% por FEDER e as candidaturas decorrem até 31/12/2024.""","{""location"": ""Áreas de Reabilitação Urbana (ARU) dos centros urbanos dos municípios elegíveis"", ""cofinancing_rate"": ""85% FEDER"", ""eligible_actions"": ""Intervenções de reabilitação e regeneração urbanas (reabilitação de edifícios, espaço público, criação de equipamentos coletivos, medidas de eficiência energética e mobilidade intra/interurbana)"", ""eligible_entities"": ""Municípios do NUTS II Centro identificados no aviso (ex.: Abrantes, Águeda, Alcobaça, Viseu, entre outros)"", ""application_deadline"": ""31/12/2024"", ""minimum_project_cost_eur"": 250000}",117685013.4,2024-04-09 03:30:00+00,2024-12-31 12:30:00+00,PT2030
986,Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027,Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027. Objetivo Específico: Assistência técnica,"""O aviso PAT2030-2025-22 apoia as funções transversais de coordenação técnica global do Portugal 2030 para o biénio 2026-2027, visando garantir condições organizativas e técnicas, monitorização, avaliação e comunicação eficientes. Inclui medidas antifraude, promoção de princípios horizontais (igualdade de gênero, sustentabilidade), disseminação de boas práticas e cooperação com outros Estados-Membros. Destina-se a reforçar a implementação rigorosa e transparente dos fundos europeus na Agência para o Desenvolvimento e Coesão, I.P.""","{""fundo"": ""FEDER"", ""local"": ""Portugal"", ""programa"": ""Programa de Assistência Técnica 2030 (PAT 2030)"", ""periodo_candidaturas"": ""16/06/2025 a 29/08/2025"", ""entidade_beneficiaria"": ""Agência para o Desenvolvimento e Coesão, I.P.""}",28000000.0,2025-06-16 12:30:00+00,2025-08-29 12:30:00+00,PT2030
1009,Promoção da Eficiência Energética no Ensino Superior,Promoção da Eficiência Energética no Ensino Superior. Objetivo Específico: Eficiência energética,"""Orientação para a elaboração do Estudo de Viabilidade Financeira (EVF) no âmbito do Programa Açores 2030, destinada a operações na Região Autónoma dos Açores com investimento elegível igual ou superior a 1,45 milhões de euros que gerem ou possam gerar receitas líquidas em fase de exploração. O documento define os princípios metodológicos, os conteúdos mínimos e os requisitos documentais para demonstrar a rentabilidade e sustentabilidade financeira dos projetos, bem como para apurar o défice de financiamento comunitário.""","{""region"": ""Região Autónoma dos Açores"", ""program"": ""Açores 2030"", ""project_type"": ""operações com investimento elegível em infraestruturas ou produtivos"", ""required_documents"": [""Estudo de Viabilidade Financeira (EVF)"", ""Modelo de Preenchimento EVF Açores 2030 (Excel)"", ""Documentos que sustentem os pressupostos financeiros""], ""revenue_requirement"": ""projetos geradores de receitas líquidas (ou que possam gerar) na fase de exploração"", ""minimum_investment_eur"": 1450000}",600000.0,2025-05-30 12:30:00+00,2025-12-31 12:30:00+00,PT2030
2816,Instituições de segurança social,Instituições de segurança social. Promotion of social protection and public utility functions carried out by public and/or private entities.,"""This tax benefit provides exemptions for social security institutions to promote social protection functions.""","{""eligibleSectors"": ""Social Protection""}",,2000-01-01 00:00:00+00,,CIS
2608,Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista,Desenvolvimento do município Taxa Preferencial,"""This incentive allows municipalities to set a lower tax rate for local taxes.""",,,,,Lei n.º 73/2013
1071,Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado,Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado. Objetivo Específico: Economia circular,"""Aviso NORTE2030-2025-8 do Programa Regional do Norte 2021-2027 (Portugal 2030) para investimentos em baixa na gestão de resíduos urbanos em regime de Bolsa de Overbooking Condicionado. Apoia, sem garantia de financiamento, infraestruturas e equipamentos que promovam a prevenção, a recolha seletiva, a reciclagem e outras formas de valorização de resíduos urbanos, alinhados com o Plano de Ação ITI CIM/AM na respetiva NUTS III. Destina-se a reforçar a economia circular e a eficiência no uso de recursos.""","{""region"": ""NUTS II Norte"", ""eligible_entities"": [""Municípios"", ""Associações de Municípios"", ""Setor empresarial local"", ""Empresas concessionárias municipais, intermunicipais ou multimunicipais""], ""application_period"": ""28/02/2025 a 30/06/2025"", ""eligible_operations"": ""Investimentos em baixa na gestão de resíduos urbanos"", ""legislative_reference"": ""Alíneas b), c), e) e f) do artigo 58 da Portaria n.º 125/2024/1, de 1 de abril""}",0.0,2025-02-28 16:30:00+00,2025-06-30 12:30:00+00,PT2030
1072,Eficiência energética na administração local (IT) - Bolsa de Overbooking Condicionado,Eficiência energética na administração local (IT) - Bolsa de Overbooking Condicionado. Objetivo Específico: Eficiência energética,"""Este Aviso constitui uma bolsa de candidaturas em regime de overbooking condicionado, sem garantia de financiamento, para promover intervenções de eficiência energética e redução de emissões de gases com efeito de estufa na Administração Pública Local e em Instituições Particulares de Solidariedade Social. As operações devem estar alinhadas com o Plano de Ação dos Investimentos Territoriais Integrados (ITI CIM/AM) da respetiva NUTS III, abrangendo ações em edifícios públicos, equipamentos sociais e habitação social. O apoio reveste a forma de subvenção não reembolsável, com taxa de cofinanciamento até 85 % de custo elegível e montante máximo de apoio por candidatura de 1 000 000 €.""","{""region"": ""NUTS II Norte"", ""alignment"": ""Plano de Ação dos Investimentos Territoriais Integrados CIM/AM da respetiva NUTS III"", ""eligible_actions"": [""Eficiência energética na Administração Pública Local"", ""Eficiência energética em equipamentos sociais"", ""Eficiência energética na habitação social""], ""funding_modality"": ""Subvenção não reembolsável (overbooking condicionado)"", ""eligible_entities"": [""Municípios"", ""Associações de Municípios"", ""Empresas do setor empresarial local detidas a 100 % por entidades públicas"", ""Instituições Particulares de Solidariedade Social e entidades públicas ou equiparadas proprietárias de equipamentos sociais"", ""Outras entidades mediante protocolo ou cooperação com Municípios ou Associações de Municípios""], ""minimum_investment"": {""infraestrutural"": 150000, ""não_infraestrutural"": null}, ""maximum_support_per_applicant"": 1000000}",0.0,2025-02-28 16:30:00+00,2025-06-30 12:30:00+00,PT2030
992,Eficiência Energética em Infraestruturas Públicas – Administração Pública Local ,Eficiência Energética em Infraestruturas Públicas – Administração Pública Local . Objetivo Específico: Eficiência energética,"""O Aviso M2030-2025-21, no âmbito do Programa Regional da Madeira 2021-2027 e cofinanciado em 85% pelo FEDER, apoia intervenções de eficiência energética em edifícios da Administração Pública Local na Região Autónoma da Madeira. São elegíveis ações de melhoria das envolventes passivas e ativas, sistemas de gestão e monitorização de energia, bem como integração complementar de renováveis e medidas de eficiência hídrica e material. O montante total disponível é de 4.000.000€ e o período de candidaturas decorre de 06/06/2025 a 04/07/2025.""","{""região"": ""Região Autónoma da Madeira (NUTS II)"", ""entidades"": ""Administração Pública Local"", ""tipo_de_operações"": ""Eficiência energética em infraestruturas públicas locais""}",4000000.0,2025-06-06 09:30:00+00,2025-07-04 11:30:00+00,PT2030
1155,Infraestruturas e Equipamentos Sociais (IT),Infraestruturas e Equipamentos Sociais (IT). Objetivo Específico: Desenvolvimento integrado nas zonas urbanas,"""Este aviso do NORTE 2030 apoia investimentos em infraestruturas e equipamentos sociais na região Norte, como creches, centros de dia, CACIs, espaços de acolhimento de sem-abrigo e instituições residenciais, mediante subvenção não reembolsável. As candidaturas devem integrar os Planos de Ação dos ITI CIM/AM e respetivos Quadros Prioritários de Investimento, com cofinanciamento até 85% FEDER. O período de apresentação decorre de 28/08/2024 a 30/12/2024 às 18h.""","{""location"": ""Norte (NUTS II)"", ""applicants"": ""Municípios e outras entidades elegíveis previstas no Regulamento Específico da área temática Valoriza ção do Território e Infraestruturas Sociais"", ""plan_alignment"": ""Operações enquadradas no Plano de Ação dos Investimentos Territoriais Integrados (ITI) CIM/AM e respetivo QIP aprovado"", ""cofinancing_rate"": ""85% FEDER"", ""eligible_activities"": [""Creches"", ""Centro de Dia e Serviço de Apoio Domiciliário"", ""Centro de Atividades e Capacitação para a Inclusão (CACI)"", ""Espaços de acolhimento e/ou alojamento de pessoas em situação de sem-abrigo"", ""Investimentos em instituições residenciais""]}",28547613.0,2024-08-28 12:30:00+00,2024-12-30 12:30:00+00,PT2030
2821,"Documentos, livros, papeis, contratos, operações, atos e produtos previstos na tabela geral respeitantes a entidades licenciadas nas Zonas Francas da Madeira e da ilha de Santa Maria e às empresas concessionárias","Documentos, livros, papeis, contratos, operações, atos e produtos previstos na tabela geral respeitantes a entidades licenciadas nas Zonas Francas da Madeira e da ilha de Santa Maria e às empresas concessionárias. Desenvolvimento de regiões ultraperiféricas","""This tax benefit provides exemption for documents and operations related to licensed entities in Madeira's Free Zones.""","{""eligibleSectors"": ""Licensed entities in Free Zones"", ""geographicLocation"": ""Madeira, Santa Maria""}",,2020-01-01 00:00:00+00,,EBF
1075,Ampliação de infraestruturas aeroportuárias na Região Autónoma dos Açores - 1º Aviso,Ampliação de infraestruturas aeroportuárias na Região Autónoma dos Açores - 1º Aviso. Objetivo Específico: Rede transeuropeia de transportes,"""Documento que define os critérios para a localização e distribuição de operações de investimento no âmbito do PRR, distinguiendo investimentos materiais e imateriais. Estabelece a obrigatoriedade de georreferenciação e especifica o tipo de geometria (freguesia, concelho ou mais de um concelho) consoante o âmbito das infraestruturas ou equipamentos. Indica ainda a necessidade de distribuir o montante do investimento por percentagens ou de forma equitativa entre concelhos.""","{""tipo_geometria"": [""freguesia"", ""concelho"", ""mais de um concelho""], ""natureza_investimento"": [""material"", ""imaterial""], ""distribuicao_investimento"": ""percentagem por concelho ou distribuição equitativa"", ""georreferenciacao_obrigatoria"": ""Sim""}",862750.0,2025-02-28 07:05:00+00,2025-10-20 12:30:00+00,PT2030
1077,Execução da EDL do GAL ADELIAÇOR MAR - Qualificação dos jovens utilizadores do mar,Execução da EDL do GAL ADELIAÇOR MAR - Qualificação dos jovens utilizadores do mar. Objetivo Específico: Desenvolvimento sustentável das comunidades piscatórias,"""Este aviso de concurso do Programa MAR 2030 apoia a execução da Estratégia de Desenvolvimento Local (EDL) do GAL ADELIA OR MAR, com o objetivo de capacitar jovens em idade escolar que desenvolvam atividades ligadas ao mar. As candidaturas podem ser apresentadas por clubes náuticos/navais e entidades sem fins lucrativos, abrangendo freguesias de São Jorge, Faial, Pico, Flores e Corvo. O apoio financeiro visa custear ações de sensibilização, qualificação, educação e formação profissional, promovendo a inclusão social e o desenvolvimento sustentável das comunidades marítimas.""","{""entities"": [""Clubes Náuticos/Navais"", ""Entidades do Setor Não Lucrativo""], ""age_group"": ""jovens em idade escolar"", ""geography"": ""território de intervenção do GAL ADELIA OR MAR (ilhas dos Açores: São Jorge, Faial, Pico, Flores e Corvo)"", ""activities"": ""capacitação em sensibilização, qualificação, educação e formação profissional ligadas ao mar""}",162353.8,2025-02-25 03:30:00+00,2025-05-30 12:30:00+00,PT2030
1078,Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira,Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira. Objetivo Específico: Desenvolvimento sustentável das comunidades piscatórias,"""Aviso do Programa MAR 2030 que apoia operações locais de conservação e proteção da biodiversidade marinha, promoção da literacia do oceano e requalificação sustentável do espaço marítimo, reforçando a resiliência costeira. Destina-se a entidades sem fins lucrativos e autarquias locais do território de intervenção do GAL ADELIA OR MAR (ilhas dos Açores). O incentivo financia até 70% de projetos elegíveis com investimento máximo de 28 130 €.""","{""entity_type"": [""Entidades do setor não lucrativo"", ""Autarquias locais""], ""eligible_actions"": [""Conservação e proteção da biodiversidade marinha"", ""Promoção da literacia do oceano"", ""Requalificação sustentável do espaço marítimo"", ""Apoio a infraestruturas verdes de preservação da paisagem costeira""], ""geographic_scope"": ""Território de intervenção do GAL ADELIA OR MAR (São Jorge, Faial, Pico, Flores e Corvo)"", ""max_investment_eur"": 28130}",80000.0,2025-02-25 03:30:00+00,2025-05-30 12:30:00+00,PT2030
1157,Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras,Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras. Objetivo Específico: Mobilidade urbana sustentável,"""Aviso-convite para a aquisição de 62 automotoras de material circulante ferroviário para serviço urbano e suburbano. Enquadra-se no Portugal 2030 e no Programa Sustentável 2030 de Ação Climática e Sustentabilidade, cofinanciando até 85 % das despesas elegíveis, com dotação indicativa de 258.191.978 €. Podem candidatar-se apenas CP – Comboios de Portugal EPE, para intervenções nas regiões Norte (NUTS II) e Área Metropolitana de Lisboa.""","{""entidade"": ""CP – Comboios de Portugal EPE"", ""área_geográfica"": [""Norte (NUTS II)"", ""Área Metropolitana de Lisboa""]}",258191978.0,2024-08-12 10:05:00+00,2025-07-31 12:30:00+00,PT2030
2834,Observatório Europeu da Droga e da Toxicodependência,Observatório Europeu da Droga e da Toxicodependência. Incentivo ao desenvolvimento e cooperação nas relações internacionais,"""This tax benefit provides exemption for the European Monitoring Centre for Drugs and Drug Addiction to promote development and cooperation in international relations.""","{""eligibleSectors"": ""International Relations""}",,1995-01-01 00:00:00+00,,Lei 39-B/94
1080,Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR,Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR. Objetivo Específico: Desenvolvimento sustentável das comunidades piscatórias,"""O aviso MAR2030-2025-15, no âmbito da execução da Estratégia de Desenvolvimento Local (EDL) do GAL ADELIA OR MAR, apoia dois projetos-âncora nos concelhos da Horta e das Lajes do Pico, financiados por fundos FEAMPA com taxa de cofinanciamento de até 70%. O primeiro projeto visa conservar e proteger a biodiversidade marinha e promover a literacia do oceano, enquanto o segundo estimula a inovação, o conhecimento e a digitalização do oceano.""","{""region"": ""Região Autónoma dos Açores"", ""territory"": ""Território de Intervenção da ADELIA OR MAR (ilhas do Faial e Pico)"", ""action_areas"": [""conservação e proteção da biodiversidade marinha"", ""promoção da literacia do oceano"", ""inovação e digitalização do oceano""], ""eligible_entities"": [""Município da Horta"", ""Município das Lajes do Pico""]}",147060.0,2025-02-25 03:30:00+00,2025-05-30 12:30:00+00,PT2030
1008,Promoção da Eficiência Energética na Administração Pública,Promoção da Eficiência Energética na Administração Pública. Objetivo Específico: Eficiência energética,"""Este aviso apoia a promoção da eficiência energética e a redução das emissões de gases com efeito de estufa na Administração Pública Regional e Local da Região Autónoma dos Açores. Financia intervenções na envolvente opaca e envidraçada de edifícios, sistemas de AVAC, iluminação, microgeração e integração de água quente solar, bem como auditorias e diagnósticos energéticos quando integrados em projetos de investimento. Destina-se exclusivamente à Tipologia 1 do Programa Açores 2030, podendo incluir ações complementares de Tipologia 2, mas não operações exclusivamente de auditoria.""","{""tipologias_apoio"": ""Tipologia 1 (eficiência energética na administração pública e no Ensino Superior), podendo incluir ações da Tipologia 2; operações exclusivamente da Tipologia 2 são excluídas"", ""referência_legal"": ""Decreto-Lei n.º 20-A/2023, de 22 de março"", ""área_geográfica"": ""Região Autónoma dos Açores"", ""custo_total_mínimo"": ""200 000 euros"", ""entidades_beneficiárias"": ""Administração Pública Regional e Local""}",8050000.0,2025-05-30 12:30:00+00,2025-12-31 12:30:00+00,PT2030
