"incentive_id","title","company_id","company_name","score","rank","explanation"
"3","SIID - I&D Empresarial - Proteção da propriedade intelectual e industrial","242960","INDIE CAMPERS BRAND, UNIPESSOAL, LDA (ZONA FRANCA DA MADEIRA)","0.5908966044125925",1,"INDIE CAMPERS BRAND, UNIPESSOAL, LDA (ZONA FRANCA DA MADEIRA) — Alinha-se com a aquisição e exploração de direitos de propriedade intelectual e industrial."
"3","SIID - I&D Empresarial - Proteção da propriedade intelectual e industrial","63700","INFINILEARNING PORTUGAL TECHNOLOGY, UNIPESSOAL, LDA","0.5948942750692401",2,"INFINILEARNING PORTUGAL TECHNOLOGY, UNIPESSOAL, LDA — Foca em leasing de propriedade intelectual, relevante para o incentivo."
"3","SIID - I&D Empresarial - Proteção da propriedade intelectual e industrial","236519","UBIWHERE, LDA","0.5916292329584638",3,"UBIWHERE, LDA — Envolvimento em pesquisa e desenvolvimento, alinhado com a transferência de conhecimento."
"3","SIID - I&D Empresarial - Proteção da propriedade intelectual e industrial","198647","TÍTULOS SUBLIMES - CONSULTORIA, LDA","0.585153788328174",4,"TÍTULOS SUBLIMES - CONSULTORIA, LDA — Atua em IDI, relevante para inovação e desenvolvimento tecnológico."
"3","SIID - I&D Empresarial - Proteção da propriedade intelectual e industrial","23784","ZENITHWINGS, LDA","0.581558448467163",5,"ZENITHWINGS, LDA — Desenvolve projetos de IDI, com foco em tecnologias de informação."
"4","SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science","236519","UBIWHERE, LDA","0.4399735891803266",1,"UBIWHERE, LDA — Alinha-se diretamente com atividades de investigação e desenvolvimento em ciências naturais e engenharia."
"4","SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science","104915","ASSERTIVE TENDENCY, UNIPESSOAL, LDA","0.4476552441017404",2,"ASSERTIVE TENDENCY, UNIPESSOAL, LDA — Envolve promoção e prestação de serviços na área da inovação científica e tecnológica."
"4","SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science","223784","IDEIAHUB - INSTITUTO PARA O DESENVOLVIMENTO DE EMPRESAS, INDIVIDUOS E AMBIÇÕES, LDA","0.43991662382831065",3,"IDEIAHUB - INSTITUTO PARA O DESENVOLVIMENTO DE EMPRESAS, INDIVIDUOS E AMBIÇÕES, LDA — Oferece serviços de apoio a empresas, o que pode estar alinhado com atividades de I&D."
"4","SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science","249085","EIS - ENGENHARIA, INDÚSTRIA E SERVIÇOS, SGPS, LDA","0.4391697441789296",4,"EIS - ENGENHARIA, INDÚSTRIA E SERVIÇOS, SGPS, LDA — Atua como holding, mas não se alinha diretamente com atividades de I&D."
"4","SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science","84303","ENIUM - GABINETE TÉCNICO-ECONÓMICO DE APOIO A INICIATIVAS LOCAIS DE DESENVOLVIMENTO, LDA","0.43883642189719885",5,"ENIUM - GABINETE TÉCNICO-ECONÓMICO DE APOIO A INICIATIVAS LOCAIS DE DESENVOLVIMENTO, LDA — Realiza atividades administrativas, com menor relevância para I&D."
"5","Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira","166103","SCPM - SOCIEDADE COMERCIAL DE PESCAS DA MADEIRA, LDA","0.49054385693502023",1,"SCPM - SOCIEDADE COMERCIAL DE PESCAS DA MADEIRA, LDA — Atividade principal de pesca marítima, alinhada com o CAE requerido."
"5","Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira","29084","MAIA E SILVA, LDA","0.4610643570663661",2,"MAIA E SILVA, LDA — Embarcação de pesca, diretamente relacionada com a atividade de cerco."
"5","Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira","124708","CÁLCULO APETECÍVEL, LDA","0.45682687928756727",3,"CÁLCULO APETECÍVEL, LDA — Atividades de pesca marítima, incluindo pesca profissional."
"5","Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira","106781","EGÍDIO & MARCO, LDA","0.45416757601000324",4,"EGÍDIO & MARCO, LDA — Atividades de pesca marítima e transformação de produtos de pesca."
"5","Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira","169146","PESCA GROSSA - HARD AND PLAY FISHING MADEIRA, UNIPESSOAL, LDA","0.4952577643480566",5,"PESCA GROSSA - HARD AND PLAY FISHING MADEIRA, UNIPESSOAL, LDA — Atividades de animação marítimo-turística, mas não focada em pesca comercial."
"6","Mobilidade a Pedido (IT)
","239813","TUVR II - URBANOS DE VILA REAL, S.A.","0.4423117156214552",1,"TUVR II - URBANOS DE VILA REAL, S.A. — Exploração de serviço público de transporte regular e flexível, alinhado com a mobilidade a pedido."
"6","Mobilidade a Pedido (IT)
","245573","WHOOSH PT, UNIPESSOAL, LDA","0.44414329037488987",2,"WHOOSH PT, UNIPESSOAL, LDA — Prestação de serviços de mobilidade através de aplicações, diretamente relacionada com a tipologia de ação."
"6","Mobilidade a Pedido (IT)
","154762","CHAMA COMBINADA, UNIPESSOAL, LDA","0.44258737564086914",3,"CHAMA COMBINADA, UNIPESSOAL, LDA — Transporte individual de passageiros através de plataformas eletrónicas, relevante para soluções de mobilidade."
"6","Mobilidade a Pedido (IT)
","87149","MOTA-ENGIL RENEWING, S.A.","0.442961301980097",4,"MOTA-ENGIL RENEWING, S.A. — Foco em mobilidade sustentável, embora não diretamente ligado ao transporte público."
"6","Mobilidade a Pedido (IT)
","235832","KILOMETER LOW COST II SERVIÇOS, S.A.","0.4506767660782802",5,"KILOMETER LOW COST II SERVIÇOS, S.A. — Consultoria em mobilidade elétrica, mas menos alinhado com a tipologia de ação do concurso."
"7","Saúde - cuidados saúde primários (IT)","183193","DCRF, LDA","0.42808090364692075",1,"DCRF, LDA — Oferece serviços de saúde e assistência ao domicílio, alinhando-se com cuidados de saúde primários."
"7","Saúde - cuidados saúde primários (IT)","126205","INTELLICARE - INTELLIGENT SENSING IN HEALTHCARE, LDA","0.4250643506684512",2,"INTELLICARE - INTELLIGENT SENSING IN HEALTHCARE, LDA — Desenvolve e comercializa equipamentos e serviços na área da saúde, relevante para o incentivo."
"7","Saúde - cuidados saúde primários (IT)","222395","CENTRO SOCIAL PAROQUIAL DE S.TIAGO DE URRA","0.43476889638715366",3,"CENTRO SOCIAL PAROQUIAL DE S.TIAGO DE URRA — Presta serviços sociais para idosos, contribuindo para o bem-estar e cuidados de saúde."
"7","Saúde - cuidados saúde primários (IT)","115504","CENTRO SOCIAL PAROQUIAL DE SANTO ALEIXO DE VILA VERDE","0.43396717113158634",4,"CENTRO SOCIAL PAROQUIAL DE SANTO ALEIXO DE VILA VERDE — Foca em serviços sociais para idosos, promovendo qualidade de vida e saúde."
"7","Saúde - cuidados saúde primários (IT)","43660","CASA DO POVO DE VILA DE PRADO","0.4237290449061707",5,"CASA DO POVO DE VILA DE PRADO — Realiza iniciativas de promoção do bem-estar e qualidade de vida, alinhando-se com os objetivos do incentivo."
"8","Gestão de água e conservação de recursos hídricos","229195","EDIA - EMPRESA DE DESENVOLVIMENTO E INFRA-ESTRUTURAS DO ALQUEVA, S.A.","0.4630990911453693",1,"EDIA - EMPRESA DE DESENVOLVIMENTO E INFRA-ESTRUTURAS DO ALQUEVA, S.A. — Alinhamento direto com a distribuição de água."
"8","Gestão de água e conservação de recursos hídricos","233371","A.D.C. - ÁGUAS DA COVILHÃ, E.M.","0.428974449634552",2,"A.D.C. - ÁGUAS DA COVILHÃ, E.M. — Gestão de serviços de abastecimento de água e tratamento de águas residuais."
"8","Gestão de água e conservação de recursos hídricos","226930","AQUAFUNDALIA - ÁGUAS DO FUNDÃO, S.A.","0.42658138275146484",3,"AQUAFUNDALIA - ÁGUAS DO FUNDÃO, S.A. — Concessão da exploração e gestão de sistemas de distribuição de água."
"8","Gestão de água e conservação de recursos hídricos","235544","PENAFIEL VERDE, E.M.","0.42697401344776154",4,"PENAFIEL VERDE, E.M. — Gestão de captação e distribuição de água potável."
"8","Gestão de água e conservação de recursos hídricos","25655","TECNOVIA AMBIENTE, LDA","0.4324306736927831",5,"TECNOVIA AMBIENTE, LDA — Atividades de engenharia relacionadas com gestão de resíduos, embora menos focado em água."
"9","SACCCT - Proteção da propriedade intelectual e industrial","240358","CNET - CENTRE FOR NEW ENERGY TECHNOLOGIES, S.A.","0.4549105127075775",1,"CNET - CENTRE FOR NEW ENERGY TECHNOLOGIES, S.A. — Alinhamento forte com atividades de investigação e desenvolvimento na área de novas tecnologias."
"9","SACCCT - Proteção da propriedade intelectual e industrial","152436","CBRAIN - COIMBRA ADVANCED INNOVATION, UNIPESSOAL, LDA","0.443844808454657",2,"CBRAIN - COIMBRA ADVANCED INNOVATION, UNIPESSOAL, LDA — Foco em investigação e desenvolvimento aplicado nas ciências físicas e naturais."
"9","SACCCT - Proteção da propriedade intelectual e industrial","206457","SANAESPRIT, UNIPESSOAL, LDA","0.4389305543580818",3,"SANAESPRIT, UNIPESSOAL, LDA — Gestão de ativos intelectuais, relevante para proteção da propriedade intelectual."
"9","SACCCT - Proteção da propriedade intelectual e industrial","223784","IDEIAHUB - INSTITUTO PARA O DESENVOLVIMENTO DE EMPRESAS, INDIVIDUOS E AMBIÇÕES, LDA","0.4378993474185078",4,"IDEIAHUB - INSTITUTO PARA O DESENVOLVIMENTO DE EMPRESAS, INDIVIDUOS E AMBIÇÕES, LDA — Atividades de apoio a empresas, potencialmente alinhadas com inovação e desenvolvimento."
"9","SACCCT - Proteção da propriedade intelectual e industrial","249085","EIS - ENGENHARIA, INDÚSTRIA E SERVIÇOS, SGPS, LDA","0.4395895677315681",5,"EIS - ENGENHARIA, INDÚSTRIA E SERVIÇOS, SGPS, LDA — Atividades de holding, menos alinhadas com o foco em I&I."
"10","Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato","93076","ÂNCORAS E LÉGUAS, LDA","0.40561383962631226",1,"ÂNCORAS E LÉGUAS, LDA — Alinhamento direto com atividades de pesca marítima."
"10","Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato","25707","NORDZEE - NÁUTICA E SERVIÇOS, LDA","0.39623927198414444",2,"NORDZEE - NÁUTICA E SERVIÇOS, LDA — Envolvimento em atividades de marinas, relevante para o setor pesqueiro."
"10","Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato","248256","PORTAS DA LAGOA - SOCIEDADE DE DESENVOLVIMENTO DE LAGOA, S.A.","0.3963738201968022",3,"PORTAS DA LAGOA - SOCIEDADE DE DESENVOLVIMENTO DE LAGOA, S.A. — Foco em desenvolvimento urbano e infraestrutura, potencialmente útil para comunidades piscatórias."
"10","Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato","77988","ASSOCIAÇÃO DE DESENVOLVIMENTO DÃO, LAFÕES E ALTO PAIVA","0.4102384150028229",4,"ASSOCIAÇÃO DE DESENVOLVIMENTO DÃO, LAFÕES E ALTO PAIVA — Promoção e desenvolvimento local, com foco em iniciativas socioculturais e económicas."
"10","Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato","21317","ADRAL - AGÊNCIA DE DESENVOLVIMENTO REGIONAL DO ALENTEJO, S.A.","0.411043679055949",5,"ADRAL - AGÊNCIA DE DESENVOLVIMENTO REGIONAL DO ALENTEJO, S.A. — Promoção do desenvolvimento regional, embora não diretamente ligado ao setor pesqueiro."
"11","Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística","238466","CASA DEITADA - TURISMO AÇORES, LDA","0.49379014931858567",1,"CASA DEITADA - TURISMO AÇORES, LDA — Atua na gestão de unidades de alojamento turístico, alinhando-se diretamente com o setor de turismo."
"11","Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística","18357","ARTIFÍCIO - SOCIEDADE INTERNACIONAL DE ESTUDOS E PROJECTOS, LDA","0.49012771219395757",2,"ARTIFÍCIO - SOCIEDADE INTERNACIONAL DE ESTUDOS E PROJECTOS, LDA — Focado em acomodação para turistas, o que se alinha com os objetivos do incentivo."
"11","Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística","9506","TERRIBOURO - PROMOÇÃO DE INVESTIMENTOS TURÍSTICOS, S.A.","0.49695222079753876",3,"TERRIBOURO - PROMOÇÃO DE INVESTIMENTOS TURÍSTICOS, S.A. — Envolvido na construção de edifícios, potencialmente para projetos turísticos."
"11","Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística","228076","SAVOY - INVESTIMENTOS TURÍSTICOS, S.A.","0.4891636222600937",4,"SAVOY - INVESTIMENTOS TURÍSTICOS, S.A. — Opera hotéis com restaurante, diretamente relacionado ao setor de turismo."
"11","Aquisições de prédios com destino à instalação de empreendimentos qualificados de utilidade turística","228991","DOM PEDRO - INVESTIMENTOS TURÍSTICOS, S.A.","0.4888427250887596",5,"DOM PEDRO - INVESTIMENTOS TURÍSTICOS, S.A. — Gestão e exploração de empreendimentos turísticos, alinhando-se com o incentivo."
"12","Estrutura de Missão Portugal Inovação Social 2030 (EMPIS)","230563","IAPMEI - AGÊNCIA PARA A COMPETITIVIDADE E INOVAÇÃO, I.P.","0.4591574471184548",1,"IAPMEI - AGÊNCIA PARA A COMPETITIVIDADE E INOVAÇÃO, I.P. — Alinhamento com a promoção da competitividade e inovação."
"12","Estrutura de Missão Portugal Inovação Social 2030 (EMPIS)","407","IPARQUE - PARQUE PARA A INOVAÇÃO EM CIÊNCIA, TECNOLOGIA E SAÚDE, E.M., S.A.","0.45113520032973375",2,"IPARQUE - PARQUE PARA A INOVAÇÃO EM CIÊNCIA, TECNOLOGIA E SAÚDE, E.M., S.A. — Foco no desenvolvimento económico-social e inovação."
"12","Estrutura de Missão Portugal Inovação Social 2030 (EMPIS)","218054","SOCIEDADE PORTUGUESA DE INOVAÇÃO - CONSULTADORIA EMPRESARIAL E FOMENTO DA INOVAÇÃO, S.A.","0.4429358026904825",3,"SOCIEDADE PORTUGUESA DE INOVAÇÃO - CONSULTADORIA EMPRESARIAL E FOMENTO DA INOVAÇÃO, S.A. — Consultoria e gestão de projetos de fomento à inovação."
"12","Estrutura de Missão Portugal Inovação Social 2030 (EMPIS)","112704","BRIGHT INNOVATION, LDA","0.44659328142364596",4,"BRIGHT INNOVATION, LDA — Incubação de projetos e apoio a candidaturas na área da inovação."
"12","Estrutura de Missão Portugal Inovação Social 2030 (EMPIS)","225404","INESC ID - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, INVESTIGAÇÃO E DESENVOLVIMENTO EM LISBOA","0.4410998488128103",5,"INESC ID - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, INVESTIGAÇÃO E DESENVOLVIMENTO EM LISBOA — Investigação e desenvolvimento em tecnologias de informação."
"13","REABILITAÇÃO E REGENERAÇÃO URBANAS (IT)","235376","PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A.","0.4976768492267638",1,"PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A. — Alinhamento direto com a reabilitação urbana e gestão de intervenções."
"13","REABILITAÇÃO E REGENERAÇÃO URBANAS (IT)","74438","PROJECTUS C2F - INVESTIMENTOS E URBANISMO, LDA","0.4388552813016315",2,"PROJECTUS C2F - INVESTIMENTOS E URBANISMO, LDA — Atividades de engenharia e consultoria técnica relevantes para reabilitação."
"13","REABILITAÇÃO E REGENERAÇÃO URBANAS (IT)","73908","CENTRO DE ESTUDOS E DESENVOLVIMENTO REGIONAL E URBANO, LDA","0.4338764677606962",3,"CENTRO DE ESTUDOS E DESENVOLVIMENTO REGIONAL E URBANO, LDA — Foco em estudos e projetos de desenvolvimento urbano."
"13","REABILITAÇÃO E REGENERAÇÃO URBANAS (IT)","234665","RESÍDUOS DO NORDESTE, EIM, S.A.","0.4399379026871296",4,"RESÍDUOS DO NORDESTE, EIM, S.A. — Gestão de resíduos urbanos, importante para intervenções de regeneração."
"13","REABILITAÇÃO E REGENERAÇÃO URBANAS (IT)","236911","RESIALENTEJO - TRATAMENTO E VALORIZAÇÃO DE RESÍDUOS, E.I.M.","0.4304796097111355",5,"RESIALENTEJO - TRATAMENTO E VALORIZAÇÃO DE RESÍDUOS, E.I.M. — Gestão de resíduos sólidos, contribuindo para a eficiência urbana."
"14","Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027","166703","S2 AQUA - LABORATÓRIO COLABORATIVO, ASSOCIAÇÃO PARA UMA AQUACULTURA SUSTENTÁVEL E INTELIGENTE","0.3960341513156891",1,"S2 AQUA - LABORATÓRIO COLABORATIVO, ASSOCIAÇÃO PARA UMA AQUACULTURA SUSTENTÁVEL E INTELIGENTE — Foca em investigação e desenvolvimento para uma aquacultura sustentável, alinhando-se com os princípios de sustentabilidade."
"14","Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027","216453","FUNDAÇÃO GALP","0.39408158308997165",2,"FUNDAÇÃO GALP — Comprometida com a intervenção social e ambiental, promovendo o desenvolvimento sustentável."
"14","Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027","407","IPARQUE - PARQUE PARA A INOVAÇÃO EM CIÊNCIA, TECNOLOGIA E SAÚDE, E.M., S.A.","0.42899349331855774",3,"IPARQUE - PARQUE PARA A INOVAÇÃO EM CIÊNCIA, TECNOLOGIA E SAÚDE, E.M., S.A. — Contribui para o desenvolvimento económico-social, alinhando-se com os objetivos do incentivo."
"14","Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027","4930","BWS PORTUGAL, UNIPESSOAL, LDA","0.3980122567407939",4,"BWS PORTUGAL, UNIPESSOAL, LDA — Atua na organização de transportes, podendo contribuir para a eficiência na logística de implementação dos fundos."
"14","Funções transversais no âmbito da coordenação técnica global do Portugal 2030 | 2026 -2027","233185","PPD GLOBAL LTD - SUCURSAL EM PORTUGAL","0.39754854753324176",5,"PPD GLOBAL LTD - SUCURSAL EM PORTUGAL — Envolvida em testes técnicos e desenvolvimento de produtos, relevante para a inovação e boas práticas."
"15","Promoção da Eficiência Energética no Ensino Superior","216555","SOLVASTO - PROJETOS E INVESTIMENTO, LDA","0.46317327461561264",1,"SOLVASTO - PROJETOS E INVESTIMENTO, LDA — Forte alinhamento com projetos de engenharia e eficiência energética."
"15","Promoção da Eficiência Energética no Ensino Superior","230127","GREENVOLT NEXT PORTUGAL, LDA","0.43437317404906983",2,"GREENVOLT NEXT PORTUGAL, LDA — Desenvolvimentos focados em eficiência energética e geração de energia."
"15","Promoção da Eficiência Energética no Ensino Superior","143080","APEEF, SOCIEDADE LDA","0.4416557207723171",3,"APEEF, SOCIEDADE LDA — Consultoria em análises e projetos financeiros na área de energia."
"15","Promoção da Eficiência Energética no Ensino Superior","120500","GREENVOLT INTERNATIONAL POWER, S.A.","0.4411281513831588",4,"GREENVOLT INTERNATIONAL POWER, S.A. — Atuação na produção de energia a partir de fontes renováveis."
"15","Promoção da Eficiência Energética no Ensino Superior","229099","GREENVOLT - ENERGIAS RENOVÁVEIS, S.A.","0.43950124445550254",5,"GREENVOLT - ENERGIAS RENOVÁVEIS, S.A. — Envolvimento na produção de energia, embora menos focado em eficiência."
"16","Instituições de segurança social","186323","INSTITUTO DE GESTÃO DE FUNDOS DE CAPITALIZAÇÃO DA SEGURANÇA SOCIAL, I.P.","0.38421868477948473",1,"INSTITUTO DE GESTÃO DE FUNDOS DE CAPITALIZAÇÃO DA SEGURANÇA SOCIAL, I.P. — Compulsory social security activities align directly with social protection."
"16","Instituições de segurança social","222488","COFRE DE PREVIDÊNCIA DOS FUNCIONÁRIOS E AGENTES DO ESTADO","0.3840695321559934",2,"COFRE DE PREVIDÊNCIA DOS FUNCIONÁRIOS E AGENTES DO ESTADO — Engages in activities supplementary to social security, relevant to social protection."
"16","Instituições de segurança social","5720","FUNDAÇÃO MANUEL BRANDÃO","0.3877354629197448",3,"FUNDAÇÃO MANUEL BRANDÃO — Provides social services for the elderly, focusing on social protection."
"16","Instituições de segurança social","242338","FUNDAÇÃO LUIZ BERNARDO DE ALMEIDA","0.37890328420361474",4,"FUNDAÇÃO LUIZ BERNARDO DE ALMEIDA — Offers social services for the elderly, contributing to social protection."
"16","Instituições de segurança social","89389","LE CHEQUE DEJEUNER PORTUGAL, S.A.","0.37665222952806415",5,"LE CHEQUE DEJEUNER PORTUGAL, S.A. — Involves in auxiliary activities related to social services."
"17","Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista","229875","MUNICÍPIO DE PORTIMÃO","0.34761251218281786",1,"MUNICÍPIO DE PORTIMÃO — Alinhamento direto com a administração local e serviços municipais."
"17","Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista","241146","DESMOR, E.M., S.A.","0.33755388557268556",2,"DESMOR, E.M., S.A. — Exploração de atividades de interesse geral, relevante para o incentivo."
"17","Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista","236471","ESPAÇO MUNICIPAL - RENOVAÇÃO URBANA E GESTÃO DO PATRIMÓNIO, E.M., S.A.","0.3295877453930536",3,"ESPAÇO MUNICIPAL - RENOVAÇÃO URBANA E GESTÃO DO PATRIMÓNIO, E.M., S.A. — Gestão de património social e imobiliário, importante para a comunidade."
"17","Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista","6907","EMPRESA METROPOLITANA DE ESTACIONAMENTO DA MAIA, E.M.","0.32075939538358195",4,"EMPRESA METROPOLITANA DE ESTACIONAMENTO DA MAIA, E.M. — Gestão de serviços de interesse geral e desenvolvimento local."
"17","Derrama municipal - Possibilidade atribuída aos minicípios de lançarem anualmente uma derrama a uma taxa inferior à máxima legalmente prevista","242561","DORNIER PORTUGAL, S.A.","0.320107008808434",5,"DORNIER PORTUGAL, S.A. — Gestão de estacionamento, contribuindo para a infraestrutura local."
"18","Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado","234665","RESÍDUOS DO NORDESTE, EIM, S.A.","0.5099673870196162",1,"RESÍDUOS DO NORDESTE, EIM, S.A. — Alinhamento direto com a gestão de resíduos urbanos."
"18","Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado","231001","REDE AMBIENTE - ENGENHARIA E SERVIÇOS, S.A.","0.4675864716645025",2,"REDE AMBIENTE - ENGENHARIA E SERVIÇOS, S.A. — Foco na coleta e tratamento de resíduos sólidos urbanos."
"18","Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado","223923","JUDITE MARIA JESUS DIAS - OPERAÇÕES DE GESTÃO DE RESÍDUOS, LDA","0.46377301324090503",3,"JUDITE MARIA JESUS DIAS - OPERAÇÕES DE GESTÃO DE RESÍDUOS, LDA — Atividades de gestão e valorização de resíduos não perigosos."
"18","Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado","230004","ASCENDI GRANDE PORTO - AUTO ESTRADAS DO GRANDE PORTO, S.A.","0.46926985955806366",4,"ASCENDI GRANDE PORTO - AUTO ESTRADAS DO GRANDE PORTO, S.A. — Envolvimento em infraestrutura que pode incluir gestão de resíduos."
"18","Investimentos em baixa na gestão de resíduos urbanos (IT) - Bolsa de Overbooking Condicionado","80213","PDSM PORTFÓLIO (PORTUGAL) - SIC IMOBILIÁRIA FECHADA, S.A.","0.4605195659553877",5,"PDSM PORTFÓLIO (PORTUGAL) - SIC IMOBILIÁRIA FECHADA, S.A. — Menor relevância no setor de gestão de resíduos."
"19","Eficiência energética na administração local (IT) - Bolsa de Overbooking Condicionado","216555","SOLVASTO - PROJETOS E INVESTIMENTO, LDA","0.4654198309528937",1,"SOLVASTO - PROJETOS E INVESTIMENTO, LDA — Foco em projetos de engenharia para eficiência energética."
"19","Eficiência energética na administração local (IT) - Bolsa de Overbooking Condicionado","154199","MAFRICENTRO - CONSTRUÇÕES, UNIPESSOAL, LDA","0.4672042429447174",2,"MAFRICENTRO - CONSTRUÇÕES, UNIPESSOAL, LDA — Atuação na construção e instalações relacionadas com eficiência energética."
